Year,ID1,Latitude,Longitude,Elevation,MAT,MAP
1992,Deer Creek,42.27525,-123.639999,387,13.1,1421
1992,Fiddle Creek,39.5204,-120.998199,706,13.8,1463
1992,Hauser Creek,32.65822,-116.532303,788,15.6,642
1992,Kitchen Creek,32.75206,-116.452202,1173,14,950
1992,Little Jameson Creek,39.74298,-120.704002,1592,8.7,1069
1992,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.7,1267
1992,Mill Creek,34.07808,-116.875603,1992,9.2,1433
1992,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.6,721
1992,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13.6,836
1992,North Fork Tuolumne,37.98555,-120.204498,689,14.9,806
1992,O'Neil Creek,41.80979,-123.118896,487,13,670
1992,Oregon Creek,39.39704,-121.082001,448,15.8,1292
1992,Paradise Creek,36.51883,-118.7603,887,15.4,714
1992,Rainbow Pool,37.81878,-120.007301,833,14,795
1992,Redwood Creek,36.68952,-118.909599,1677,10.8,864
1992,Rock Creek,43.37876,-122.952103,295,12.6,1362
1992,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.9,987
1992,Sweetwater Creek,37.64232,-119.924797,370,16.2,607
1992,Sweetwater River,32.89913,-116.586502,1386,13.5,1187
1992,Wawona,37.53822,-119.651398,1208,13,954
1992,West Fork Mojave River,34.28425,-117.375397,1087,15.3,1055
1992,Whitewater Canyon,33.99329,-116.662697,696,18.5,562
1992,Willow Creek,39.45785,-121.061798,748,14.3,1310
1993,Bear Creek,36.20696,-118.726898,1119,14.1,901
1993,Buck Meadows,37.77722,-120.063301,830,13.4,1042
1993,Canton Creek,43.4137,-122.780403,503,10.3,1345
1993,Carlon,37.81006,-119.856796,1320,11,1136
1993,Cherokee Creek,39.55384,-120.987801,1289,10.6,2201
1993,Chino Creek,39.73262,-121.4039,776,13.2,1975
1993,Coast Fork of Williamette,43.6517,-123.087997,254,10.7,1197
1993,Corral Creek,35.8529,-118.447304,982,15.1,507
1993,Deep Creek,41.66546,-123.113403,694,11.2,194
1993,Deer Creek,42.27525,-123.639999,387,11.7,1425
1993,Fiddle Creek,39.5204,-120.998199,706,12.2,1951
1993,Hauser Creek,32.65822,-116.532303,788,15.2,582
1993,Kitchen Creek,32.75206,-116.452202,1173,13.7,836
1993,Little Jameson Creek,39.74298,-120.704002,1592,6.6,1515
1993,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,13.2,1760
1993,Mill Creek,34.07808,-116.875603,1992,8.8,1397
1993,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.7,927
1993,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13.1,1020
1993,North Fork Tuolumne,37.98555,-120.204498,689,13.9,1009
1993,O'Neil Creek,41.80979,-123.118896,487,11,795
1993,Oregon Creek,39.39704,-121.082001,448,14.3,1611
1993,Paradise Creek,36.51883,-118.7603,887,14.8,935
1993,Rainbow Pool,37.81878,-120.007301,833,13,1034
1993,Redwood Creek,36.68952,-118.909599,1677,10.1,1112
1993,Rock Creek,43.37876,-122.952103,295,10.8,1413
1993,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.4,1204
1993,Sweetwater Creek,37.64232,-119.924797,370,15.4,768
1993,Sweetwater River,32.89913,-116.586502,1386,13.2,1116
1993,Wawona,37.53822,-119.651398,1208,12.1,1166
1993,West Fork Mojave River,34.28425,-117.375397,1087,14.9,1183
1993,Whitewater Canyon,33.99329,-116.662697,696,18.2,520
1993,Willow Creek,39.45785,-121.061798,748,12.8,1695
1994,Bear Creek,36.20696,-118.726898,1119,13.8,662
1994,Buck Meadows,37.77722,-120.063301,830,13.5,799
1994,Canton Creek,43.4137,-122.780403,503,11.2,1164
1994,Carlon,37.81006,-119.856796,1320,11.2,859
1994,Cherokee Creek,39.55384,-120.987801,1289,11.4,1413
1994,Chino Creek,39.73262,-121.4039,776,13.5,1291
1994,Coast Fork of Williamette,43.6517,-123.087997,254,11.4,1024
1994,Corral Creek,35.8529,-118.447304,982,15.1,376
1994,Deep Creek,41.66546,-123.113403,694,12.1,123
1994,Deer Creek,42.27525,-123.639999,387,12,1198
1994,Fiddle Creek,39.5204,-120.998199,706,12.9,1236
1994,Hauser Creek,32.65822,-116.532303,788,15,403
1994,Kitchen Creek,32.75206,-116.452202,1173,13.5,596
1994,Little Jameson Creek,39.74298,-120.704002,1592,7.8,910
1994,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,13.6,1085
1994,Mill Creek,34.07808,-116.875603,1992,8.8,720
1994,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.8,716
1994,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.9,742
1994,North Fork Tuolumne,37.98555,-120.204498,689,14.2,741
1994,O'Neil Creek,41.80979,-123.118896,487,11.8,505
1994,Oregon Creek,39.39704,-121.082001,448,15,1069
1994,Paradise Creek,36.51883,-118.7603,887,14.7,650
1994,Rainbow Pool,37.81878,-120.007301,833,13.2,791
1994,Redwood Creek,36.68952,-118.909599,1677,10,766
1994,Rock Creek,43.37876,-122.952103,295,11.7,1238
1994,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.3,879
1994,Sweetwater Creek,37.64232,-119.924797,370,15.5,606
1994,Sweetwater River,32.89913,-116.586502,1386,13.1,740
1994,Wawona,37.53822,-119.651398,1208,12.2,893
1994,West Fork Mojave River,34.28425,-117.375397,1087,14.6,540
1994,Whitewater Canyon,33.99329,-116.662697,696,18.4,245
1994,Willow Creek,39.45785,-121.061798,748,13.4,1097
1995,Bear Creek,36.20696,-118.726898,1119,14.4,1209
1995,Buck Meadows,37.77722,-120.063301,830,14,1338
1995,Canton Creek,43.4137,-122.780403,503,11.8,1869
1995,Carlon,37.81006,-119.856796,1320,11.5,1528
1995,Cherokee Creek,39.55384,-120.987801,1289,12.1,3053
1995,Chino Creek,39.73262,-121.4039,776,14.5,2728
1995,Coast Fork of Williamette,43.6517,-123.087997,254,12,1606
1995,Corral Creek,35.8529,-118.447304,982,15.3,651
1995,Deep Creek,41.66546,-123.113403,694,12.5,265
1995,Deer Creek,42.27525,-123.639999,387,12.7,2073
1995,Fiddle Creek,39.5204,-120.998199,706,13.6,2677
1995,Hauser Creek,32.65822,-116.532303,788,15.4,467
1995,Kitchen Creek,32.75206,-116.452202,1173,14,674
1995,Little Jameson Creek,39.74298,-120.704002,1592,8.6,2126
1995,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.5,2439
1995,Mill Creek,34.07808,-116.875603,1992,9.2,1135
1995,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.1,1231
1995,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13.4,1386
1995,North Fork Tuolumne,37.98555,-120.204498,689,14.8,1309
1995,O'Neil Creek,41.80979,-123.118896,487,12.3,1158
1995,Oregon Creek,39.39704,-121.082001,448,15.6,2202
1995,Paradise Creek,36.51883,-118.7603,887,15.3,1306
1995,Rainbow Pool,37.81878,-120.007301,833,13.6,1351
1995,Redwood Creek,36.68952,-118.909599,1677,10.6,1500
1995,Rock Creek,43.37876,-122.952103,295,12.3,1936
1995,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.7,1629
1995,Sweetwater Creek,37.64232,-119.924797,370,15.9,992
1995,Sweetwater River,32.89913,-116.586502,1386,13.6,961
1995,Wawona,37.53822,-119.651398,1208,12.4,1554
1995,West Fork Mojave River,34.28425,-117.375397,1087,15,993
1995,Whitewater Canyon,33.99329,-116.662697,696,18.9,407
1995,Willow Creek,39.45785,-121.061798,748,14.1,2304
1996,Bear Creek,36.20696,-118.726898,1119,14.5,1086
1996,Buck Meadows,37.77722,-120.063301,830,14.6,1526
1996,Canton Creek,43.4137,-122.780403,503,11.1,2293
1996,Carlon,37.81006,-119.856796,1320,12.1,1709
1996,Cherokee Creek,39.55384,-120.987801,1289,12.6,2511
1996,Chino Creek,39.73262,-121.4039,776,14.8,2049
1996,Coast Fork of Williamette,43.6517,-123.087997,254,11.4,2103
1996,Corral Creek,35.8529,-118.447304,982,15.5,514
1996,Deep Creek,41.66546,-123.113403,694,12.7,292
1996,Deer Creek,42.27525,-123.639999,387,12.5,2686
1996,Fiddle Creek,39.5204,-120.998199,706,14.1,2214
1996,Hauser Creek,32.65822,-116.532303,788,15.7,234
1996,Kitchen Creek,32.75206,-116.452202,1173,14.3,318
1996,Little Jameson Creek,39.74298,-120.704002,1592,9.1,1698
1996,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.9,1859
1996,Mill Creek,34.07808,-116.875603,1992,9.7,731
1996,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.7,1389
1996,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13.6,1263
1996,North Fork Tuolumne,37.98555,-120.204498,689,15.3,1481
1996,O'Neil Creek,41.80979,-123.118896,487,12.5,1411
1996,Oregon Creek,39.39704,-121.082001,448,16,1891
1996,Paradise Creek,36.51883,-118.7603,887,15.4,1290
1996,Rainbow Pool,37.81878,-120.007301,833,14.2,1537
1996,Redwood Creek,36.68952,-118.909599,1677,10.8,1555
1996,Rock Creek,43.37876,-122.952103,295,11.7,2547
1996,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.9,1485
1996,Sweetwater Creek,37.64232,-119.924797,370,16.4,1141
1996,Sweetwater River,32.89913,-116.586502,1386,13.9,509
1996,Wawona,37.53822,-119.651398,1208,13,1722
1996,West Fork Mojave River,34.28425,-117.375397,1087,15.5,647
1996,Whitewater Canyon,33.99329,-116.662697,696,19.4,217
1996,Willow Creek,39.45785,-121.061798,748,14.5,1953
1997,Bear Creek,36.20696,-118.726898,1119,13.3,689
1997,Buck Meadows,37.77722,-120.063301,830,14.1,764
1997,Canton Creek,43.4137,-122.780403,503,11.1,1398
1997,Carlon,37.81006,-119.856796,1320,11.7,875
1997,Cherokee Creek,39.55384,-120.987801,1289,12.3,1676
1997,Chino Creek,39.73262,-121.4039,776,14.4,1487
1997,Coast Fork of Williamette,43.6517,-123.087997,254,11.1,1246
1997,Corral Creek,35.8529,-118.447304,982,14.9,370
1997,Deep Creek,41.66546,-123.113403,694,12.9,177
1997,Deer Creek,42.27525,-123.639999,387,12.4,1392
1997,Fiddle Creek,39.5204,-120.998199,706,13.8,1475
1997,Hauser Creek,32.65822,-116.532303,788,15.2,373
1997,Kitchen Creek,32.75206,-116.452202,1173,13.7,510
1997,Little Jameson Creek,39.74298,-120.704002,1592,8.8,1126
1997,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.6,1298
1997,Mill Creek,34.07808,-116.875603,1992,8.9,678
1997,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.3,689
1997,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.4,763
1997,North Fork Tuolumne,37.98555,-120.204498,689,14.8,742
1997,O'Neil Creek,41.80979,-123.118896,487,12.6,665
1997,Oregon Creek,39.39704,-121.082001,448,15.7,1254
1997,Paradise Creek,36.51883,-118.7603,887,14.3,709
1997,Rainbow Pool,37.81878,-120.007301,833,13.8,771
1997,Redwood Creek,36.68952,-118.909599,1677,9.9,869
1997,Rock Creek,43.37876,-122.952103,295,11.4,1434
1997,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.9,887
1997,Sweetwater Creek,37.64232,-119.924797,370,16,561
1997,Sweetwater River,32.89913,-116.586502,1386,13.4,651
1997,Wawona,37.53822,-119.651398,1208,12.7,862
1997,West Fork Mojave River,34.28425,-117.375397,1087,14.4,566
1997,Whitewater Canyon,33.99329,-116.662697,696,18.5,244
1997,Willow Creek,39.45785,-121.061798,748,14.2,1304
1998,Bear Creek,36.20696,-118.726898,1119,12.1,1382
1998,Buck Meadows,37.77722,-120.063301,830,13,1439
1998,Canton Creek,43.4137,-122.780403,503,11.1,1881
1998,Carlon,37.81006,-119.856796,1320,10.7,1559
1998,Cherokee Creek,39.55384,-120.987801,1289,11.4,2559
1998,Chino Creek,39.73262,-121.4039,776,13.3,2282
1998,Coast Fork of Williamette,43.6517,-123.087997,254,11.2,1687
1998,Corral Creek,35.8529,-118.447304,982,13.6,807
1998,Deep Creek,41.66546,-123.113403,694,12.5,276
1998,Deer Creek,42.27525,-123.639999,387,12.1,2340
1998,Fiddle Creek,39.5204,-120.998199,706,12.9,2267
1998,Hauser Creek,32.65822,-116.532303,788,13.9,408
1998,Kitchen Creek,32.75206,-116.452202,1173,12.4,603
1998,Little Jameson Creek,39.74298,-120.704002,1592,8.2,1716
1998,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,13.6,2002
1998,Mill Creek,34.07808,-116.875603,1992,7.5,1131
1998,Moss Creek Merced Drainage,37.67203,-119.818199,529,14.3,1289
1998,North Fork Middle Fork Tule,36.20081,-118.650902,1284,11.1,1576
1998,North Fork Tuolumne,37.98555,-120.204498,689,13.7,1377
1998,O'Neil Creek,41.80979,-123.118896,487,12.3,1290
1998,Oregon Creek,39.39704,-121.082001,448,14.6,1885
1998,Paradise Creek,36.51883,-118.7603,887,13,1424
1998,Rainbow Pool,37.81878,-120.007301,833,12.7,1430
1998,Redwood Creek,36.68952,-118.909599,1677,8.5,1617
1998,Rock Creek,43.37876,-122.952103,295,11.5,1987
1998,South Fork Middle Fork Tule,36.13756,-118.574097,1664,8.6,1873
1998,Sweetwater Creek,37.64232,-119.924797,370,14.9,1065
1998,Sweetwater River,32.89913,-116.586502,1386,12.1,853
1998,Wawona,37.53822,-119.651398,1208,11.6,1601
1998,West Fork Mojave River,34.28425,-117.375397,1087,12.9,1138
1998,Whitewater Canyon,33.99329,-116.662697,696,17.1,341
1998,Willow Creek,39.45785,-121.061798,748,13.2,1974
1999,Bear Creek,36.20696,-118.726898,1119,12.7,513
1999,Buck Meadows,37.77722,-120.063301,830,13.7,759
1999,Canton Creek,43.4137,-122.780403,503,10.7,1427
1999,Carlon,37.81006,-119.856796,1320,11.4,825
1999,Cherokee Creek,39.55384,-120.987801,1289,12.2,1548
1999,Chino Creek,39.73262,-121.4039,776,14.1,1196
1999,Coast Fork of Williamette,43.6517,-123.087997,254,10.6,1359
1999,Corral Creek,35.8529,-118.447304,982,14,266
1999,Deep Creek,41.66546,-123.113403,694,12.3,154
1999,Deer Creek,42.27525,-123.639999,387,11.5,1528
1999,Fiddle Creek,39.5204,-120.998199,706,13.7,1366
1999,Hauser Creek,32.65822,-116.532303,788,13.6,151
1999,Kitchen Creek,32.75206,-116.452202,1173,12.1,199
1999,Little Jameson Creek,39.74298,-120.704002,1592,9.3,1095
1999,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.4,1126
1999,Mill Creek,34.07808,-116.875603,1992,7.6,328
1999,Moss Creek Merced Drainage,37.67203,-119.818199,529,15,658
1999,North Fork Middle Fork Tule,36.20081,-118.650902,1284,11.7,560
1999,North Fork Tuolumne,37.98555,-120.204498,689,14.3,784
1999,O'Neil Creek,41.80979,-123.118896,487,12,839
1999,Oregon Creek,39.39704,-121.082001,448,15.3,1093
1999,Paradise Creek,36.51883,-118.7603,887,13.7,523
1999,Rainbow Pool,37.81878,-120.007301,833,13.4,762
1999,Redwood Creek,36.68952,-118.909599,1677,9.4,640
1999,Rock Creek,43.37876,-122.952103,295,11,1513
1999,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.2,649
1999,Sweetwater Creek,37.64232,-119.924797,370,15.6,541
1999,Sweetwater River,32.89913,-116.586502,1386,11.8,281
1999,Wawona,37.53822,-119.651398,1208,12.3,788
1999,West Fork Mojave River,34.28425,-117.375397,1087,13.2,295
1999,Whitewater Canyon,33.99329,-116.662697,696,17.3,100
1999,Willow Creek,39.45785,-121.061798,748,14,1152
2000,Bear Creek,36.20696,-118.726898,1119,13.3,672
2000,Buck Meadows,37.77722,-120.063301,830,14.1,1020
2000,Canton Creek,43.4137,-122.780403,503,10.7,1363
2000,Carlon,37.81006,-119.856796,1320,11.9,1103
2000,Cherokee Creek,39.55384,-120.987801,1289,12.4,2078
2000,Chino Creek,39.73262,-121.4039,776,14.2,1797
2000,Coast Fork of Williamette,43.6517,-123.087997,254,10.6,1212
2000,Corral Creek,35.8529,-118.447304,982,14.8,301
2000,Deep Creek,41.66546,-123.113403,694,12.5,163
2000,Deer Creek,42.27525,-123.639999,387,11.8,1510
2000,Fiddle Creek,39.5204,-120.998199,706,13.8,1851
2000,Hauser Creek,32.65822,-116.532303,788,14.4,201
2000,Kitchen Creek,32.75206,-116.452202,1173,12.9,252
2000,Little Jameson Creek,39.74298,-120.704002,1592,9.4,1397
2000,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.5,1655
2000,Mill Creek,34.07808,-116.875603,1992,8.3,515
2000,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.4,895
2000,North Fork Middle Fork Tule,36.20081,-118.650902,1284,12.4,708
2000,North Fork Tuolumne,37.98555,-120.204498,689,14.8,1004
2000,O'Neil Creek,41.80979,-123.118896,487,12.3,793
2000,Oregon Creek,39.39704,-121.082001,448,15.6,1499
2000,Paradise Creek,36.51883,-118.7603,887,14.3,704
2000,Rainbow Pool,37.81878,-120.007301,833,13.8,1008
2000,Redwood Creek,36.68952,-118.909599,1677,9.9,895
2000,Rock Creek,43.37876,-122.952103,295,11,1458
2000,South Fork Middle Fork Tule,36.13756,-118.574097,1664,9.8,768
2000,Sweetwater Creek,37.64232,-119.924797,370,16,753
2000,Sweetwater River,32.89913,-116.586502,1386,12.6,372
2000,Wawona,37.53822,-119.651398,1208,12.8,1130
2000,West Fork Mojave River,34.28425,-117.375397,1087,13.7,455
2000,Whitewater Canyon,33.99329,-116.662697,696,18,164
2000,Willow Creek,39.45785,-121.061798,748,14.2,1587
2001,Bear Creek,36.20696,-118.726898,1119,14.1,858
2001,Buck Meadows,37.77722,-120.063301,830,14.5,1030
2001,Canton Creek,43.4137,-122.780403,503,11.1,1188
2001,Carlon,37.81006,-119.856796,1320,12.3,1075
2001,Cherokee Creek,39.55384,-120.987801,1289,12.9,1905
2001,Chino Creek,39.73262,-121.4039,776,14.7,1846
2001,Coast Fork of Williamette,43.6517,-123.087997,254,11.4,1037
2001,Corral Creek,35.8529,-118.447304,982,15.3,469
2001,Deep Creek,41.66546,-123.113403,694,12.5,189
2001,Deer Creek,42.27525,-123.639999,387,11.6,1217
2001,Fiddle Creek,39.5204,-120.998199,706,14.4,1656
2001,Hauser Creek,32.65822,-116.532303,788,14.1,353
2001,Kitchen Creek,32.75206,-116.452202,1173,12.6,490
2001,Little Jameson Creek,39.74298,-120.704002,1592,9.8,1226
2001,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,15,1620
2001,Mill Creek,34.07808,-116.875603,1992,8,675
2001,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.9,922
2001,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13.2,966
2001,North Fork Tuolumne,37.98555,-120.204498,689,15.2,963
2001,O'Neil Creek,41.80979,-123.118896,487,12.3,722
2001,Oregon Creek,39.39704,-121.082001,448,16.1,1426
2001,Paradise Creek,36.51883,-118.7603,887,15.3,889
2001,Rainbow Pool,37.81878,-120.007301,833,14.3,1010
2001,Redwood Creek,36.68952,-118.909599,1677,10.8,1058
2001,Rock Creek,43.37876,-122.952103,295,11.6,1238
2001,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.6,1145
2001,Sweetwater Creek,37.64232,-119.924797,370,16.5,776
2001,Sweetwater River,32.89913,-116.586502,1386,12.3,587
2001,Wawona,37.53822,-119.651398,1208,13.3,1140
2001,West Fork Mojave River,34.28425,-117.375397,1087,13.2,631
2001,Whitewater Canyon,33.99329,-116.662697,696,17.7,209
2001,Willow Creek,39.45785,-121.061798,748,14.7,1469
2002,Bear Creek,36.20696,-118.726898,1119,13.9,492
2002,Buck Meadows,37.77722,-120.063301,830,14.2,857
2002,Canton Creek,43.4137,-122.780403,503,11.2,1244
2002,Carlon,37.81006,-119.856796,1320,12,907
2002,Cherokee Creek,39.55384,-120.987801,1289,12.5,1983
2002,Chino Creek,39.73262,-121.4039,776,14.4,1763
2002,Coast Fork of Williamette,43.6517,-123.087997,254,11.4,1177
2002,Corral Creek,35.8529,-118.447304,982,15.1,235
2002,Deep Creek,41.66546,-123.113403,694,12.3,176
2002,Deer Creek,42.27525,-123.639999,387,11.6,1450
2002,Fiddle Creek,39.5204,-120.998199,706,14,1703
2002,Hauser Creek,32.65822,-116.532303,788,13.8,123
2002,Kitchen Creek,32.75206,-116.452202,1173,12.3,164
2002,Little Jameson Creek,39.74298,-120.704002,1592,9.6,1432
2002,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.7,1604
2002,Mill Creek,34.07808,-116.875603,1992,7.8,373
2002,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.6,750
2002,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13,552
2002,North Fork Tuolumne,37.98555,-120.204498,689,14.8,842
2002,O'Neil Creek,41.80979,-123.118896,487,12.2,885
2002,Oregon Creek,39.39704,-121.082001,448,15.7,1406
2002,Paradise Creek,36.51883,-118.7603,887,15,545
2002,Rainbow Pool,37.81878,-120.007301,833,13.9,852
2002,Redwood Creek,36.68952,-118.909599,1677,10.5,659
2002,Rock Creek,43.37876,-122.952103,295,11.6,1344
2002,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.4,647
2002,Sweetwater Creek,37.64232,-119.924797,370,16.2,622
2002,Sweetwater River,32.89913,-116.586502,1386,12,262
2002,Wawona,37.53822,-119.651398,1208,13,874
2002,West Fork Mojave River,34.28425,-117.375397,1087,13.2,293
2002,Whitewater Canyon,33.99329,-116.662697,696,17.4,121
2002,Willow Creek,39.45785,-121.061798,748,14.3,1471
2003,Bear Creek,36.20696,-118.726898,1119,14.4,618
2003,Buck Meadows,37.77722,-120.063301,830,14.7,782
2003,Canton Creek,43.4137,-122.780403,503,11.7,1496
2003,Carlon,37.81006,-119.856796,1320,12.6,871
2003,Cherokee Creek,39.55384,-120.987801,1289,13.2,1828
2003,Chino Creek,39.73262,-121.4039,776,15,1644
2003,Coast Fork of Williamette,43.6517,-123.087997,254,11.9,1297
2003,Corral Creek,35.8529,-118.447304,982,15.6,411
2003,Deep Creek,41.66546,-123.113403,694,13,141
2003,Deer Creek,42.27525,-123.639999,387,12.3,1501
2003,Fiddle Creek,39.5204,-120.998199,706,14.6,1575
2003,Hauser Creek,32.65822,-116.532303,788,14.5,322
2003,Kitchen Creek,32.75206,-116.452202,1173,13.1,462
2003,Little Jameson Creek,39.74298,-120.704002,1592,10.2,1263
2003,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,15.3,1519
2003,Mill Creek,34.07808,-116.875603,1992,8.4,917
2003,Moss Creek Merced Drainage,37.67203,-119.818199,529,16.1,705
2003,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13.5,724
2003,North Fork Tuolumne,37.98555,-120.204498,689,15.4,778
2003,O'Neil Creek,41.80979,-123.118896,487,12.8,773
2003,Oregon Creek,39.39704,-121.082001,448,16.4,1316
2003,Paradise Creek,36.51883,-118.7603,887,15.5,648
2003,Rainbow Pool,37.81878,-120.007301,833,14.5,787
2003,Redwood Creek,36.68952,-118.909599,1677,10.9,762
2003,Rock Creek,43.37876,-122.952103,295,12.1,1563
2003,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.9,898
2003,Sweetwater Creek,37.64232,-119.924797,370,16.7,573
2003,Sweetwater River,32.89913,-116.586502,1386,12.8,637
2003,Wawona,37.53822,-119.651398,1208,13.5,881
2003,West Fork Mojave River,34.28425,-117.375397,1087,13.8,763
2003,Whitewater Canyon,33.99329,-116.662697,696,18.1,268
2003,Willow Creek,39.45785,-121.061798,748,15,1377
2004,Bear Creek,36.20696,-118.726898,1119,14.1,730
2004,Buck Meadows,37.77722,-120.063301,830,14.4,815
2004,Canton Creek,43.4137,-122.780403,503,11.8,1327
2004,Carlon,37.81006,-119.856796,1320,12.2,806
2004,Cherokee Creek,39.55384,-120.987801,1289,13,1964
2004,Chino Creek,39.73262,-121.4039,776,14.8,1705
2004,Coast Fork of Williamette,43.6517,-123.087997,254,12,1161
2004,Corral Creek,35.8529,-118.447304,982,15.3,445
2004,Deep Creek,41.66546,-123.113403,694,13,151
2004,Deer Creek,42.27525,-123.639999,387,12.4,1359
2004,Fiddle Creek,39.5204,-120.998199,706,14.5,1686
2004,Hauser Creek,32.65822,-116.532303,788,14.9,492
2004,Kitchen Creek,32.75206,-116.452202,1173,13.4,800
2004,Little Jameson Creek,39.74298,-120.704002,1592,10,1553
2004,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,15.1,1603
2004,Mill Creek,34.07808,-116.875603,1992,8.6,980
2004,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.8,670
2004,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13.2,878
2004,North Fork Tuolumne,37.98555,-120.204498,689,15.1,805
2004,O'Neil Creek,41.80979,-123.118896,487,12.8,771
2004,Oregon Creek,39.39704,-121.082001,448,16.2,1323
2004,Paradise Creek,36.51883,-118.7603,887,15.1,795
2004,Rainbow Pool,37.81878,-120.007301,833,14.2,786
2004,Redwood Creek,36.68952,-118.909599,1677,10.6,917
2004,Rock Creek,43.37876,-122.952103,295,12.2,1407
2004,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.6,1073
2004,Sweetwater Creek,37.64232,-119.924797,370,16.4,592
2004,Sweetwater River,32.89913,-116.586502,1386,13.1,930
2004,Wawona,37.53822,-119.651398,1208,13.1,859
2004,West Fork Mojave River,34.28425,-117.375397,1087,13.9,696
2004,Whitewater Canyon,33.99329,-116.662697,696,18.3,331
2004,Willow Creek,39.45785,-121.061798,748,14.8,1421
2005,Bear Creek,36.20696,-118.726898,1119,14.3,1002
2005,Buck Meadows,37.77722,-120.063301,830,14.4,1117
2005,Canton Creek,43.4137,-122.780403,503,11.2,1441
2005,Carlon,37.81006,-119.856796,1320,12.2,1186
2005,Cherokee Creek,39.55384,-120.987801,1289,12.6,2534
2005,Chino Creek,39.73262,-121.4039,776,14.5,2243
2005,Coast Fork of Williamette,43.6517,-123.087997,254,11.5,1280
2005,Corral Creek,35.8529,-118.447304,982,15.5,607
2005,Deep Creek,41.66546,-123.113403,694,12.6,259
2005,Deer Creek,42.27525,-123.639999,387,12,1689
2005,Fiddle Creek,39.5204,-120.998199,706,14.1,2167
2005,Hauser Creek,32.65822,-116.532303,788,14.7,485
2005,Kitchen Creek,32.75206,-116.452202,1173,13.2,689
2005,Little Jameson Creek,39.74298,-120.704002,1592,9.6,1910
2005,Little North Fork Middle Fork Feather,39.71209,-121.274803,510,14.7,2037
2005,Mill Creek,34.07808,-116.875603,1992,8.5,1003
2005,Moss Creek Merced Drainage,37.67203,-119.818199,529,15.8,934
2005,North Fork Middle Fork Tule,36.20081,-118.650902,1284,13.4,1183
2005,North Fork Tuolumne,37.98555,-120.204498,689,15,1166
2005,O'Neil Creek,41.80979,-123.118896,487,12.4,1059
2005,Oregon Creek,39.39704,-121.082001,448,15.8,1714
2005,Paradise Creek,36.51883,-118.7603,887,15.4,1043
2005,Rainbow Pool,37.81878,-120.007301,833,14.1,1111
2005,Redwood Creek,36.68952,-118.909599,1677,10.8,1175
2005,Rock Creek,43.37876,-122.952103,295,11.7,1525
2005,South Fork Middle Fork Tule,36.13756,-118.574097,1664,10.8,1435
2005,Sweetwater Creek,37.64232,-119.924797,370,16.4,780
2005,Sweetwater River,32.89913,-116.586502,1386,12.9,848
2005,Wawona,37.53822,-119.651398,1208,13.2,1166
2005,West Fork Mojave River,34.28425,-117.375397,1087,13.8,945
2005,Whitewater Canyon,33.99329,-116.662697,696,18.3,323
2005,Willow Creek,39.45785,-121.061798,748,14.4,1842
2006,Bear Creek,36.20696,-118.726898,1119,14.1,757
2006,Buck Meadows,37.77722,-120.063301,830,14.2,997
