Order,Family,Block,Treatment,Site,Year
672,328,2,W,,
1914,328,3,W,,
1965,328,4,W,,
797,329,1,D,,
1176,329,2,D,,
2587,329,3,D,,
2930,329,4,D,,
183,329,1,W,,
560,329,2,W,,
1615,329,3,W,,
2086,329,4,W,,
956,330,1,D,,
1442,330,2,D,,
2370,330,3,D,,
3005,330,4,D,,
316,330,1,W,,
411,330,2,W,,
1859,330,3,W,,
2012,330,4,W,,
1001,331,1,D,,
1419,331,2,D,,
2389,331,3,D,,
3058,331,4,D,,
209,331,1,W,,
522,331,2,W,,
1919,331,3,W,,
2104,331,4,W,,
886,332,1,D,,
1248,332,2,D,,
2653,332,3,D,,
3017,332,4,D,,
208,332,1,W,,
647,332,2,W,,
1647,332,3,W,,
2271,332,4,W,,
1056,333,1,D,,
1295,333,2,D,,
2338,333,3,D,,
2726,333,4,D,,
62,333,1,W,,
636,333,2,W,,
1788,333,3,W,,
2208,333,4,W,,
884,334,1,D,,
1233,334,2,D,,
2504,334,3,D,,
3054,334,4,D,,
294,334,1,W,,
614,334,2,W,,
1877,334,3,W,,
2003,334,4,W,,
1098,335,1,D,,
1187,335,2,D,,
2471,335,3,D,,
3025,335,4,D,,
136,335,1,W,,
413,335,2,W,,
1657,335,3,W,,
2044,335,4,W,,
1029,336,1,D,,
1441,336,2,D,,
2580,336,3,D,,
2887,336,4,D,,
144,336,1,W,,
600,336,2,W,,
1826,336,3,W,,
2253,336,4,W,,
1151,337,1,D,,
1279,337,2,D,,
2532,337,3,D,,
2854,337,4,D,,
329,337,1,W,,
480,337,2,W,,
1595,337,3,W,,
2032,337,4,W,,
951,338,1,D,,
1427,338,2,D,,
2318,338,3,D,,
2795,338,4,D,,
356,338,1,W,,
410,338,2,W,,
1860,338,3,W,,
2218,338,4,W,,
1044,339,1,D,,
1273,339,2,D,,
2648,339,3,D,,
2741,339,4,D,,
323,339,1,W,,
691,339,2,W,,
1571,339,3,W,,
2211,339,4,W,,
1006,340,1,D,,
1340,340,2,D,,
2430,340,3,D,,
2697,340,4,D,,
88,340,1,W,,
495,340,2,W,,
1628,340,3,W,,
2248,340,4,W,,
1068,341,1,D,,
1482,341,2,D,,
2393,341,3,D,,
2773,341,4,D,,
235,341,1,W,,
637,341,2,W,,
1572,341,3,W,,
2261,341,4,W,,
792,342,1,D,,
1534,342,2,D,,
2331,342,3,D,,
2977,342,4,D,,
52,342,1,W,,
625,342,2,W,,
1803,342,3,W,,
2014,342,4,W,,
898,343,1,D,,
1433,343,2,D,,
2686,343,3,D,,
2827,343,4,D,,
359,343,1,W,,
764,343,2,W,,
1796,343,3,W,,
2300,343,4,W,,
829,344,1,D,,
1306,344,2,D,,
2690,344,3,D,,
2797,344,4,D,,
48,344,1,W,,
642,344,2,W,,
1680,344,3,W,,
2121,344,4,W,,
818,345,1,D,,
1498,345,2,D,,
2629,345,3,D,,
2969,345,4,D,,
269,345,1,W,,
558,345,2,W,,
1870,345,3,W,,
2160,345,4,W,,
806,346,1,D,,
1269,346,2,D,,
2316,346,3,D,,
3003,346,4,D,,
271,346,1,W,,
398,346,2,W,,
1780,346,3,W,,
2088,346,4,W,,
811,347,1,D,,
1285,347,2,D,,
2457,347,3,D,,
2761,347,4,D,,
311,347,1,W,,
439,347,2,W,,
1606,347,3,W,,
2299,347,4,W,,
794,348,1,D,,
1287,348,2,D,,
2695,348,3,D,,
2853,348,4,D,,
244,348,1,W,,
527,348,2,W,,
1655,348,3,W,,
2079,348,4,W,,
1147,349,1,D,,
1310,349,2,D,,
2617,349,3,D,,
2871,349,4,D,,
378,349,1,W,,
632,349,2,W,,
1722,349,3,W,,
2065,349,4,W,,
1036,350,1,D,,
1501,350,2,D,,
2494,350,3,D,,
2932,350,4,D,,
72,350,1,W,,
477,350,2,W,,
1787,350,3,W,,
2039,350,4,W,,
1113,351,1,D,,
1317,351,2,D,,
2337,351,3,D,,
3065,351,4,D,,
304,351,1,W,,
732,351,2,W,,
1863,351,3,W,,
2262,351,4,W,,
891,352,1,D,,
1353,352,2,D,,
2341,352,3,D,,
2745,352,4,D,,
149,352,1,W,,
395,352,2,W,,
1687,352,3,W,,
2060,352,4,W,,
896,353,1,D,,
1234,353,2,D,,
2482,353,3,D,,
2783,353,4,D,,
25,353,1,W,,
487,353,2,W,,
1549,353,3,W,,
2287,353,4,W,,
803,354,1,D,,
1272,354,2,D,,
2646,354,3,D,,
3039,354,4,D,,
339,354,1,W,,
405,354,2,W,,
1664,354,3,W,,
2037,354,4,W,,
1079,355,1,D,,
1452,355,2,D,,
2358,355,3,D,,
3023,355,4,D,,
127,355,1,W,,
721,355,2,W,,
1840,355,3,W,,
2203,355,4,W,,
1139,356,1,D,,
1403,356,2,D,,
2470,356,3,D,,
2987,356,4,D,,
248,356,1,W,,
529,356,2,W,,
1598,356,3,W,,
2033,356,4,W,,
1129,357,1,D,,
1434,357,2,D,,
2598,357,3,D,,
2902,357,4,D,,
74,357,1,W,,
419,357,2,W,,
1923,357,3,W,,
2123,357,4,W,,
1013,358,1,D,,
1398,358,2,D,,
2356,358,3,D,,
2912,358,4,D,,
203,358,1,W,,
546,358,2,W,,
1802,358,3,W,,
1999,358,4,W,,
814,359,1,D,,
1420,359,2,D,,
2548,359,3,D,,
3009,359,4,D,,
151,359,1,W,,
709,359,2,W,,
1690,359,3,W,,
2122,359,4,W,,
870,360,1,D,,
1245,360,2,D,,
2492,360,3,D,,
2787,360,4,D,,
130,360,1,W,,
597,360,2,W,,
1673,360,3,W,,
2291,360,4,W,,
859,361,1,D,,
1407,361,2,D,,
2651,361,3,D,,
3049,361,4,D,,
336,361,1,W,,
393,361,2,W,,
1637,361,3,W,,
2221,361,4,W,,
921,362,1,D,,
1377,362,2,D,,
2634,362,3,D,,
2924,362,4,D,,
288,362,1,W,,
744,362,2,W,,
1541,362,3,W,,
1946,362,4,W,,
1087,363,1,D,,
1276,363,2,D,,
2396,363,3,D,,
2776,363,4,D,,
346,363,1,W,,
556,363,2,W,,
1633,363,3,W,,
2025,363,4,W,,
1031,364,1,D,,
1328,364,2,D,,
2557,364,3,D,,
2821,364,4,D,,
250,364,1,W,,
555,364,2,W,,
1574,364,3,W,,
1934,364,4,W,,
984,365,1,D,,
1446,365,2,D,,
2321,365,3,D,,
3068,365,4,D,,
263,365,1,W,,
698,365,2,W,,
1896,365,3,W,,
2120,365,4,W,,
812,366,1,D,,
1243,366,2,D,,
2442,366,3,D,,
2782,366,4,D,,
234,366,1,W,,
739,366,2,W,,
1904,366,3,W,,
2263,366,4,W,,
1134,367,1,D,,
1515,367,2,D,,
2405,367,3,D,,
3027,367,4,D,,
221,367,1,W,,
505,367,2,W,,
1911,367,3,W,,
2106,367,4,W,,
834,368,1,D,,
1179,368,2,D,,
2427,368,3,D,,
2967,368,4,D,,
354,368,1,W,,
465,368,2,W,,
1771,368,3,W,,
1951,368,4,W,,
817,369,1,D,,
1495,369,2,D,,
2496,369,3,D,,
2711,369,4,D,,
20,369,1,W,,
412,369,2,W,,
1835,369,3,W,,
2151,369,4,W,,
1131,370,1,D,,
1445,370,2,D,,
2584,370,3,D,,
2980,370,4,D,,
96,370,1,W,,
707,370,2,W,,
1710,370,3,W,,
2171,370,4,W,,
1055,371,1,D,,
1161,371,2,D,,
2392,371,3,D,,
2849,371,4,D,,
358,371,1,W,,
416,371,2,W,,
1576,371,3,W,,
2202,371,4,W,,
1028,372,1,D,,
1330,372,2,D,,
2614,372,3,D,,
2735,372,4,D,,
174,372,1,W,,
715,372,2,W,,
1886,372,3,W,,
2147,372,4,W,,
1116,373,1,D,,
1458,373,2,D,,
2395,373,3,D,,
2928,373,4,D,,
243,373,1,W,,
703,373,2,W,,
1823,373,3,W,,
2307,373,4,W,,
936,374,1,D,,
1470,374,2,D,,
2602,374,3,D,,
3028,374,4,D,,
42,374,1,W,,
734,374,2,W,,
1621,374,3,W,,
1939,374,4,W,,
1109,375,1,D,,
1159,375,2,D,,
2385,375,3,D,,
2762,375,4,D,,
314,375,1,W,,
489,375,2,W,,
1607,375,3,W,,
2164,375,4,W,,
914,376,1,D,,
1250,376,2,D,,
2387,376,3,D,,
3043,376,4,D,,
134,376,1,W,,
590,376,2,W,,
1831,376,3,W,,
2297,376,4,W,,
1034,377,1,D,,
1399,377,2,D,,
2500,377,3,D,,
2942,377,4,D,,
178,377,1,W,,
654,377,2,W,,
1608,377,3,W,,
2172,377,4,W,,
1119,378,1,D,,
1371,378,2,D,,
2668,378,3,D,,
2920,378,4,D,,
258,378,1,W,,
728,378,2,W,,
1818,378,3,W,,
2102,378,4,W,,
953,379,1,D,,
1449,379,2,D,,
2347,379,3,D,,
2744,379,4,D,,
280,379,1,W,,
583,379,2,W,,
1580,379,3,W,,
2006,379,4,W,,
866,380,1,D,,
1163,380,2,D,,
2512,380,3,D,,
2704,380,4,D,,
376,380,1,W,,
717,380,2,W,,
1701,380,3,W,,
2028,380,4,W,,
926,381,1,D,,
1157,381,2,D,,
2676,381,3,D,,
2822,381,4,D,,
64,381,1,W,,
400,381,2,W,,
1861,381,3,W,,
2246,381,4,W,,
950,382,1,D,,
1282,382,2,D,,
2643,382,3,D,,
2960,382,4,D,,
161,382,1,W,,
428,382,2,W,,
1795,382,3,W,,
1928,382,4,W,,
1043,383,1,D,,
1241,383,2,D,,
2625,383,3,D,,
2940,383,4,D,,
54,383,1,W,,
478,383,2,W,,
1920,383,3,W,,
1926,383,4,W,,
1150,384,1,D,,
1535,384,2,D,,
2628,384,3,D,,
3004,384,4,D,,
11,384,1,W,,
457,384,2,W,,
1582,384,3,W,,
1993,384,4,W,,
1110,385,1,D,,
1415,385,2,D,,
2489,385,3,D,,
2837,385,4,D,,
214,385,1,W,,
431,385,2,W,,
1897,385,3,W,,
2031,385,4,W,,
788,386,1,D,,
1259,386,2,D,,
2361,386,3,D,,
2847,386,4,D,,
207,386,1,W,,
519,386,2,W,,
1901,386,3,W,,
2057,386,4,W,,
